teamID,defense_name,defense_weight,defense_height,defense_age,defense_birthCity,defense_birthState,defense_birthCountry,defense_position,defense_jersey,defense_xp,defense_status,defense_headshot
6,Neville Gallimore,302.0,74.0,26,St. Catharines,ON,Canada,Defensive Tackle,neville-gallimore,3,active,https://a.espncdn.com/i/headshots/nfl/players/full/3892883.png
6,Stephon Gilmore,190.0,72.0,32,Rock Hill,SC,USA,Cornerback,stephon-gilmore,11,active,https://a.espncdn.com/i/headshots/nfl/players/full/14942.png
6,Chauncey Golston,268.0,77.0,25,Detroit,MI,USA,Defensive End,chauncey-golston,2,active,https://a.espncdn.com/i/headshots/nfl/players/full/4036132.png
6,C.J. Goodwin,190.0,75.0,33,Wheeling,WV,USA,Cornerback,cj-goodwin,7,active,https://a.espncdn.com/i/headshots/nfl/players/full/17474.png
6,Devin Harper,234.0,72.0,24,Knoxville,TN,USA,Linebacker,devin-harper,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4038436.png
6,Malik Hooker,212.0,74.0,27,New Castle,PA,USA,Safety,malik-hooker,6,active,https://a.espncdn.com/i/headshots/nfl/players/full/3121415.png
6,Malik Jefferson,241.0,74.0,26,Mesquite,TX,USA,Linebacker,malik-jefferson,4,active,https://a.espncdn.com/i/headshots/nfl/players/full/3821576.png
6,Kelvin Joseph,192.0,73.0,22,Baton Rouge,LA,USA,Cornerback,kelvin-joseph,2,active,https://a.espncdn.com/i/headshots/nfl/players/full/4362629.png
6,Jayron Kearse,215.0,76.0,29,Fort Myers,FL,USA,Safety,jayron-kearse,8,active,https://a.espncdn.com/i/headshots/nfl/players/full/3045130.png
6,DeMarcus Lawrence,265.0,75.0,30,Aiken,SC,USA,Defensive End,demarcus-lawrence,9,active,https://a.espncdn.com/i/headshots/nfl/players/full/16802.png
6,Jourdan Lewis,195.0,70.0,27,Detroit,MI,USA,Cornerback,jourdan-lewis,6,active,https://a.espncdn.com/i/headshots/nfl/players/full/3045207.png
6,Takkarist McKinley,250.0,74.0,27,Richmond,CA,USA,Linebacker,takkarist-mckinley,6,active,https://a.espncdn.com/i/headshots/nfl/players/full/3152371.png
6,Israel Mukuamu,205.0,76.0,23,Bossier City,LA,USA,Safety,israel-mukuamu,2,active,https://a.espncdn.com/i/headshots/nfl/players/full/4362855.png
6,Osa Odighizuwa,280.0,74.0,24,Portland,OR,USA,Defensive Tackle,osa-odighizuwa,2,active,https://a.espncdn.com/i/headshots/nfl/players/full/4035840.png
6,Micah Parsons,245.0,75.0,23,Harrisburg,PA,USA,Linebacker,micah-parsons,2,active,https://a.espncdn.com/i/headshots/nfl/players/full/4361423.png
6,Sheldrick Redwine,196.0,72.0,26,Miami,FL,USA,Safety,sheldrick-redwine,4,active,https://a.espncdn.com/i/headshots/nfl/players/full/3917852.png
6,Isaac Taylor-Stuart,200.0,74.0,23,San Diego,CA,USA,Cornerback,isaac-taylor-stuart,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4374301.png
6,Juanyeh Thomas,217.0,75.0,22,Niceville,FL,USA,Safety,juanyeh-thomas,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4360590.png
6,Leighton Vander Esch,256.0,76.0,27,Riggins,ID,USA,Linebacker,leighton-vander-esch,5,active,https://a.espncdn.com/i/headshots/nfl/players/full/3138677.png
6,Sam Williams,261.0,76.0,24,Montgomery,AL,USA,Defensive End,sam-williams,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4567242.png
6,Donovan Wilson,204.0,72.0,28,Shreveport,LA,USA,Safety,donovan-wilson,4,active,https://a.espncdn.com/i/headshots/nfl/players/full/3122135.png
6,Nahshon Wright,185.0,76.0,24,East Palo Alto,CA,USA,Cornerback,nahshon-wright,2,active,https://a.espncdn.com/i/headshots/nfl/players/full/4570470.png
7,Christopher Allen,242.0,76.0,24,Baton Rouge,LA,USA,Linebacker,christopher-allen,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4241446.png
7,Zach Allen,281.0,76.0,25,New Canaan,CT,USA,Defensive End,zach-allen,4,active,https://a.espncdn.com/i/headshots/nfl/players/full/3915282.png
7,Essang Bassey,190.0,70.0,24,Columbus,GA,USA,Cornerback,essang-bassey,3,active,https://a.espncdn.com/i/headshots/nfl/players/full/4037216.png
7,Nik Bonitto,240.0,75.0,23,Fort Lauderdale,FL,USA,Linebacker,nik-bonitto,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4360259.png
7,Baron Browning,240.0,75.0,24,Fort Worth,TX,USA,Linebacker,baron-browning,2,active,https://a.espncdn.com/i/headshots/nfl/players/full/4241987.png
7,Jonathon Cooper,257.0,76.0,25,Gahanna,OH,USA,Linebacker,jonathon-cooper,2,active,https://a.espncdn.com/i/headshots/nfl/players/full/4040608.png
7,Elijah Garcia,302.0,77.0,25,San Antonio,TX,USA,Defensive Tackle,elijah-garcia,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4039170.png
7,Randy Gregory,242.0,77.0,30,Fishers,IN,USA,Linebacker,randy-gregory,5,active,https://a.espncdn.com/i/headshots/nfl/players/full/3040479.png
7,Jonas Griffith,250.0,76.0,26,Louisville,KY,USA,Linebacker,jonas-griffith,2,active,https://a.espncdn.com/i/headshots/nfl/players/full/3908558.png
7,Jonathan Harris,295.0,77.0,26,Aurora,IL,USA,Defensive Tackle,jonathan-harris,2,active,https://a.espncdn.com/i/headshots/nfl/players/full/4422407.png
7,Matt Henningsen,291.0,75.0,23,Menomonee Falls,WI,USA,Defensive End,matt-henningsen,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4242358.png
7,Faion Hicks,192.0,70.0,24,Miami,FL,USA,Cornerback,faion-hicks,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4242333.png
7,Delonte Hood,192.0,71.0,22,Washington,DC,USA,Cornerback,delonte-hood,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4695653.png
7,Jordan Jackson,294.0,76.0,25,Jacksonville,FL,USA,Defensive Tackle,jordan-jackson,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4261090.png
7,Josey Jewell,236.0,74.0,28,Decorah,IA,USA,Linebacker,josey-jewell,5,active,https://a.espncdn.com/i/headshots/nfl/players/full/3040150.png
7,D.J. Jones,305.0,72.0,28,Greenville,SC,USA,Defensive Tackle,dj-jones,6,active,https://a.espncdn.com/i/headshots/nfl/players/full/3894915.png
7,Devon Key,208.0,72.0,25,Lexington,KY,USA,Safety,devon-key,1,active,https://a.espncdn.com/i/headshots/nfl/players/full/4037559.png
7,Jonathan Kongbo,255.0,77.0,27,Surrey,BC,Canada,Linebacker,jonathan-kongbo,1,active,https://a.espncdn.com/i/headshots/nfl/players/full/4035166.png
7,P.J. Locke,202.0,70.0,26,Beaumont,TX,USA,Safety,pj-locke,3,active,https://a.espncdn.com/i/headshots/nfl/players/full/3929850.png
7,Jacob Martin,242.0,74.0,27,Aurora,CO,USA,Linebacker,jacob-martin,5,active,https://a.espncdn.com/i/headshots/nfl/players/full/3138764.png
7,Damarri Mathis,195.0,71.0,24,Lakeland,FL,USA,Cornerback,damarri-mathis,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4240707.png
7,Ja'Quan McMillian,183.0,70.0,22,Winston-Salem,NC,USA,Cornerback,jaquan-mcmillian,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4567462.png
7,Aaron Patrick,245.0,76.0,26,Dayton,OH,USA,Linebacker,aaron-patrick,2,active,https://a.espncdn.com/i/headshots/nfl/players/full/3908943.png
7,Mike Purcell,328.0,75.0,31,Highlands Ranch,CO,USA,Defensive Tackle,mike-purcell,7,active,https://a.espncdn.com/i/headshots/nfl/players/full/16377.png
7,Justin Simmons,202.0,74.0,29,Stuart,FL,USA,Safety,justin-simmons,7,active,https://a.espncdn.com/i/headshots/nfl/players/full/2969860.png
7,Alex Singleton,240.0,74.0,29,Thousand Oaks,CA,USA,Linebacker,alex-singleton,4,active,https://a.espncdn.com/i/headshots/nfl/players/full/2612151.png
7,Tremon Smith,190.0,71.0,26,Anniston,AL,USA,Cornerback,tremon-smith,5,active,https://a.espncdn.com/i/headshots/nfl/players/full/3134448.png
7,Caden Sterns,207.0,73.0,23,Cibolo,TX,USA,Safety,caden-sterns,2,active,https://a.espncdn.com/i/headshots/nfl/players/full/4362077.png
7,Justin Strnad,235.0,75.0,26,Palm Harbor,FL,USA,Linebacker,justin-strnad,3,active,https://a.espncdn.com/i/headshots/nfl/players/full/3919548.png
7,Pat Surtain II,202.0,74.0,23,Plantation,FL,USA,Cornerback,pat-surtain-ii,2,active,https://a.espncdn.com/i/headshots/nfl/players/full/4372012.png
7,Delarrin Turner-Yell,200.0,71.0,23,Hempstead,TX,USA,Safety,delarrin-turner-yell,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4360287.png
7,Eyioma Uwazurike,320.0,78.0,24,Detroit,MI,USA,Defensive End,eyioma-uwazurike,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4066109.png
7,Ray Wilborn,224.0,76.0,26,Lansing,MI,USA,Linebacker,ray-wilborn,1,active,https://a.espncdn.com/i/headshots/nfl/players/full/4361650.png
7,K'Waun Williams,185.0,69.0,31,Paterson,NJ,USA,Cornerback,kwaun-williams,8,active,https://a.espncdn.com/i/headshots/nfl/players/full/17444.png
8,Alex Anzalone,237.0,75.0,28,Wyomissing,PA,USA,Linebacker,alex-anzalone,6,active,https://a.espncdn.com/i/headshots/nfl/players/full/3043107.png
8,Derrick Barnes,238.0,72.0,23,Covington,KY,USA,Linebacker,derrick-barnes,2,active,https://a.espncdn.com/i/headshots/nfl/players/full/4260409.png
8,Brady Breeze,200.0,72.0,25,Lake Oswego,OR,USA,Safety,brady-breeze,2,active,https://a.espncdn.com/i/headshots/nfl/players/full/4038944.png
8,Isaiah Buggs,295.0,75.0,26,Ruston,LA,USA,Defensive End,isaiah-buggs,3,active,https://a.espncdn.com/i/headshots/nfl/players/full/4241451.png
8,John Cominsky,285.0,77.0,27,Barberton,OH,USA,Defensive End,john-cominsky,4,active,https://a.espncdn.com/i/headshots/nfl/players/full/4411771.png
8,Khalil Dorsey,181.0,69.0,25,Ontario,CA,USA,Cornerback,khalil-dorsey,3,active,https://a.espncdn.com/i/headshots/nfl/players/full/4027919.png
8,C.J. Gardner-Johnson,210.0,71.0,25,Cocoa,FL,USA,Safety,cj-gardner-johnson,3,active,https://a.espncdn.com/i/headshots/nfl/players/full/4034953.png
8,Charles Harris,250.0,75.0,28,Kansas City,MO,USA,Linebacker,charles-harris,6,active,https://a.espncdn.com/i/headshots/nfl/players/full/3051852.png
8,Will Harris,206.0,73.0,27,Suwanee,GA,USA,Cornerback,will-harris,4,active,https://a.espncdn.com/i/headshots/nfl/players/full/3915297.png
8,James Houston,241.0,73.0,24,Fort Lauderdale,FL,USA,Linebacker,james-houston,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4240608.png
8,Aidan Hutchinson,264.0,79.0,22,Plymouth,MI,USA,Defensive End,aidan-hutchinson,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4372099.png
8,Jerry Jacobs,203.0,71.0,25,Atlanta,GA,USA,Cornerback,jerry-jacobs,2,active,https://a.espncdn.com/i/headshots/nfl/players/full/4373578.png
8,Benito Jones,318.0,73.0,25,Waynesboro,MS,USA,Defensive Tackle,benito-jones,2,active,https://a.espncdn.com/i/headshots/nfl/players/full/4035299.png
8,Kerby Joseph,203.0,73.0,22,Orlando,FL,USA,Safety,kerby-joseph,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4360383.png
8,Chase Lucas,184.0,71.0,26,Chandler,AZ,USA,Cornerback,chase-lucas,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4047846.png
8,Mac McCain III,175.0,72.0,25,Greensboro,NC,USA,Cornerback,mac-mccain-iii,2,active,https://a.espncdn.com/i/headshots/nfl/players/full/4369247.png
8,Alim McNeill,325.0,74.0,22,Raleigh,NC,USA,Defensive Tackle,alim-mcneill,2,active,https://a.espncdn.com/i/headshots/nfl/players/full/4361662.png
8,Ifeatu Melifonwu,210.0,75.0,23,South Grafton,MA,USA,Cornerback,ifeatu-melifonwu,2,active,https://a.espncdn.com/i/headshots/nfl/players/full/4240401.png
8,C.J. Moore,199.0,71.0,27,Bassfield,MS,USA,Safety,cj-moore,4,active,https://a.espncdn.com/i/headshots/nfl/players/full/3128745.png
8,Emmanuel Moseley,190.0,71.0,27,Greensboro,NC,USA,Cornerback,emmanuel-moseley,5,active,https://a.espncdn.com/i/headshots/nfl/players/full/3115337.png
8,Julian Okwara,239.0,76.0,25,Charlotte,NC,USA,Linebacker,julian-okwara,3,active,https://a.espncdn.com/i/headshots/nfl/players/full/4046690.png
8,Romeo Okwara,255.0,76.0,27,Charlotte,NC,USA,Linebacker,romeo-okwara,7,active,https://a.espncdn.com/i/headshots/nfl/players/full/2980147.png
8,Levi Onwuzurike,295.0,75.0,25,Allen,TX,USA,Defensive End,levi-onwuzurike,2,active,https://a.espncdn.com/i/headshots/nfl/players/full/4039020.png
8,Josh Paschal,274.0,75.0,23,Prince George County,MD,USA,Defensive End,josh-paschal,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4259994.png
8,Anthony Pittman,242.0,75.0,26,Beverly Hills,CA,USA,Linebacker,anthony-pittman,2,active,https://a.espncdn.com/i/headshots/nfl/players/full/4423367.png
8,Jalen Reeves-Maybin,230.0,73.0,28,Clarksville,TN,USA,Linebacker,jalen-reeves-maybin,5,active,https://a.espncdn.com/i/headshots/nfl/players/full/3044729.png
8,Malcolm Rodriguez,230.0,71.0,24,Wagoner,OK,USA,Linebacker,malcolm-rodriguez,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4241411.png
8,Cameron Sutton,188.0,71.0,28,Jonesboro,GA,USA,Cornerback,cameron-sutton,6,active,https://a.espncdn.com/i/headshots/nfl/players/full/3044724.png
8,Demetrius Taylor,295.0,73.0,23,Miami,FL,USA,Defensive End,demetrius-taylor,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4241011.png
8,Tracy Walker III,206.0,73.0,28,Brunswick,GA,USA,Safety,tracy-walker-iii,5,active,https://a.espncdn.com/i/headshots/nfl/players/full/3042499.png
8,Jarren Williams,187.0,70.0,25,Lewis Center,OH,USA,Cornerback,jarren-williams,2,active,https://a.espncdn.com/i/headshots/nfl/players/full/3911073.png
9,Jaire Alexander,196.0,70.0,26,Charlotte,NC,USA,Cornerback,jaire-alexander,5,active,https://a.espncdn.com/i/headshots/nfl/players/full/3895429.png
9,De'Vondre Campbell,232.0,75.0,29,Fort Myers,FL,USA,Linebacker,devondre-campbell,7,active,https://a.espncdn.com/i/headshots/nfl/players/full/3040180.png
9,Tariq Carpenter,230.0,75.0,24,Ludowici,GA,USA,Safety,tariq-carpenter,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4240486.png
9,Kenny Clark,314.0,75.0,27,San Bernardino,CA,USA,Defensive Tackle,kenny-clark,7,active,https://a.espncdn.com/i/headshots/nfl/players/full/3122752.png
9,Rasul Douglas,209.0,74.0,27,East Orange,NJ,USA,Cornerback,rasul-douglas,6,active,https://a.espncdn.com/i/headshots/nfl/players/full/3943270.png
9,Kingsley Enagbare,258.0,76.0,23,Atlanta,GA,USA,Linebacker,kingsley-enagbare,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4362840.png
9,Jonathan Ford,338.0,77.0,24,Fort Lauderdale,FL,USA,Defensive Tackle,jonathan-ford,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4259762.png
9,Rudy Ford,200.0,72.0,28,Big Cove,AL,USA,Safety,rudy-ford,6,active,https://a.espncdn.com/i/headshots/nfl/players/full/3051901.png
9,Benjie Franklin,172.0,72.0,26,Houston,TX,USA,Cornerback,benjie-franklin,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4583937.png
9,Innis Gaines,202.0,73.0,24,Beaumont,TX,USA,Safety,innis-gaines,1,active,https://a.espncdn.com/i/headshots/nfl/players/full/4038534.png
9,Jonathan Garvin,257.0,76.0,23,Lake Worth,FL,USA,Linebacker,jonathan-garvin,3,active,https://a.espncdn.com/i/headshots/nfl/players/full/4240655.png
9,Rashan Gary,277.0,77.0,25,Plainfield,NJ,USA,Linebacker,rashan-gary,4,active,https://a.espncdn.com/i/headshots/nfl/players/full/4046523.png
9,LaDarius Hamilton,261.0,74.0,25,Corrigan,TX,USA,Linebacker,ladarius-hamilton,2,active,https://a.espncdn.com/i/headshots/nfl/players/full/4039075.png
9,Justin Hollins,248.0,77.0,27,Arlington,TX,USA,Linebacker,justin-hollins,4,active,https://a.espncdn.com/i/headshots/nfl/players/full/3122678.png
9,Shemar Jean-Charles,184.0,70.0,24,Miramar,FL,USA,Cornerback,shemar-jean-charles,2,active,https://a.espncdn.com/i/headshots/nfl/players/full/4036430.png
9,Dallin Leavitt,195.0,70.0,28,Portland,OR,USA,Safety,dallin-leavitt,4,active,https://a.espncdn.com/i/headshots/nfl/players/full/3053801.png
9,Isaiah McDuffie,227.0,73.0,23,Buffalo,NY,USA,Linebacker,isaiah-mcduffie,2,active,https://a.espncdn.com/i/headshots/nfl/players/full/4239947.png
9,Tarvarius Moore,200.0,74.0,26,Quitman,MS,USA,Safety,tarvarius-moore,5,active,https://a.espncdn.com/i/headshots/nfl/players/full/4039278.png
9,Keisean Nixon,200.0,70.0,25,Compton,CA,USA,Cornerback,keisean-nixon,4,active,https://a.espncdn.com/i/headshots/nfl/players/full/4259493.png
9,Darnell Savage,198.0,71.0,25,Newark,DE,USA,Safety,darnell-savage,4,active,https://a.espncdn.com/i/headshots/nfl/players/full/3915419.png
9,T.J. Slaton,330.0,76.0,25,Fort Lauderdale,FL,USA,Defensive Tackle,tj-slaton,2,active,https://a.espncdn.com/i/headshots/nfl/players/full/4240612.png
9,Chris Slayton,307.0,76.0,26,University Park,IL,USA,Defensive Tackle,chris-slayton,1,active,https://a.espncdn.com/i/headshots/nfl/players/full/3124015.png
9,Preston Smith,265.0,77.0,30,Stone Mountain,GA,USA,Linebacker,preston-smith,8,active,https://a.espncdn.com/i/headshots/nfl/players/full/2577446.png
9,Eric Stokes,194.0,72.0,24,Covington,GA,USA,Cornerback,eric-stokes,2,active,https://a.espncdn.com/i/headshots/nfl/players/full/4259561.png
9,Kiondre Thomas,185.0,72.0,25,Fort Smith,AR,USA,Cornerback,kiondre-thomas,1,active,https://a.espncdn.com/i/headshots/nfl/players/full/4034788.png
9,Quay Walker,241.0,76.0,22,Cordele,GA,USA,Linebacker,quay-walker,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4379416.png
9,James Wiggins,209.0,71.0,25,Miami,FL,USA,Safety,james-wiggins,2,active,https://a.espncdn.com/i/headshots/nfl/players/full/4044064.png
9,Eric Wilson,230.0,73.0,28,Redford,MI,USA,Linebacker,eric-wilson,6,active,https://a.espncdn.com/i/headshots/nfl/players/full/3056916.png
9,Devonte Wyatt,304.0,75.0,25,Decatur,GA,USA,Defensive Tackle,devonte-wyatt,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4361791.png
10,Azeez Al-Shaair,228.0,74.0,25,Tampa,FL,USA,Linebacker,azeez-al-shaair,5,active,https://a.espncdn.com/i/headshots/nfl/players/full/3919117.png
10,Denico Autry,285.0,77.0,32,Albemarle,NC,USA,Defensive End,denico-autry,9,active,https://a.espncdn.com/i/headshots/nfl/players/full/17447.png
10,Tre Avery,181.0,71.0,26,Baltimore,MD,USA,Cornerback,tre-avery,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4259300.png
10,Curtis Brooks,285.0,74.0,25,Danville,VA,USA,Defensive Tackle,curtis-brooks,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4037474.png
10,Mike Brown,222.0,73.0,24,Grand Rapids,MI,USA,Safety,mike-brown,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4244310.png
10,Kevin Byard,212.0,71.0,29,Lithonia,GA,USA,Safety,kevin-byard,7,active,https://a.espncdn.com/i/headshots/nfl/players/full/2574056.png
10,Chance Campbell,232.0,74.0,23,Ellicott City,MD,USA,Linebacker,chance-campbell,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4372051.png
10,Shyheim Carter,194.0,70.0,25,Kentwood,LA,USA,Safety,shyheim-carter,1,active,https://a.espncdn.com/i/headshots/nfl/players/full/4040963.png
10,Caleb Farley,197.0,74.0,24,Hickory,NC,USA,Cornerback,caleb-farley,2,active,https://a.espncdn.com/i/headshots/nfl/players/full/4240859.png
10,Kristian Fulton,197.0,71.0,24,New Orleans,LA,USA,Cornerback,kristian-fulton,3,active,https://a.espncdn.com/i/headshots/nfl/players/full/4035433.png
10,Jack Gibbens,242.0,75.0,24,Bulverde,TX,USA,Linebacker,jack-gibbens,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4249739.png
10,Luke Gifford,243.0,75.0,27,Lincoln,NE,USA,Linebacker,luke-gifford,4,active,https://a.espncdn.com/i/headshots/nfl/players/full/3116097.png
10,Amani Hooker,210.0,71.0,24,Minneapolis,MN,USA,Safety,amani-hooker,4,active,https://a.espncdn.com/i/headshots/nfl/players/full/4036134.png
10,Chris Jackson,193.0,70.0,25,Tallahassee,FL,USA,Cornerback,chris-jackson,3,active,https://a.espncdn.com/i/headshots/nfl/players/full/4043605.png
10,Naquan Jones,313.0,75.0,25,Evanston,IL,USA,Defensive Tackle,naquan-jones,2,active,https://a.espncdn.com/i/headshots/nfl/players/full/4046716.png
10,Arden Key,240.0,77.0,26,Atlanta,GA,USA,Linebacker,arden-key,5,active,https://a.espncdn.com/i/headshots/nfl/players/full/3843843.png
10,Harold Landry III,252.0,74.0,26,Spring Lake,NC,USA,Linebacker,harold-landry-iii,5,active,https://a.espncdn.com/i/headshots/nfl/players/full/3122793.png
10,Zach McCloud,235.0,74.0,24,Lantana,FL,USA,Linebacker,zach-mccloud,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4037464.png
10,Roger McCreary,190.0,71.0,23,Mobile,AL,USA,Cornerback,roger-mccreary,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4371973.png
10,Elijah Molden,192.0,70.0,24,West Linn,OR,USA,Cornerback,elijah-molden,2,active,https://a.espncdn.com/i/headshots/nfl/players/full/4243328.png
10,Sean Murphy-Bunting,195.0,72.0,25,Macomb,MI,USA,Cornerback,sean-murphy-bunting,4,active,https://a.espncdn.com/i/headshots/nfl/players/full/3932886.png
10,Sam Okuayinonu,269.0,73.0,24,Lowell,MA,USA,Defensive Tackle,sam-okuayinonu,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4569497.png
10,Jayden Peevy,308.0,77.0,23,Bellaire,TX,USA,Defensive End,jayden-peevy,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4240927.png
10,Monty Rice,233.0,72.0,24,Huntsville,AL,USA,Linebacker,monty-rice,2,active,https://a.espncdn.com/i/headshots/nfl/players/full/4240692.png
10,Tyler Shelvin,350.0,74.0,24,Lafayette,LA,USA,Defensive Tackle,tyler-shelvin,2,active,https://a.espncdn.com/i/headshots/nfl/players/full/4242228.png
10,Jeffery Simmons,305.0,76.0,25,Macon,MS,USA,Defensive Tackle,jeffery-simmons,4,active,https://a.espncdn.com/i/headshots/nfl/players/full/4035369.png
10,Teair Tart,304.0,74.0,26,Philadelphia,PA,USA,Defensive Tackle,teair-tart,3,active,https://a.espncdn.com/i/headshots/nfl/players/full/4374269.png
10,Josh Thompson,194.0,72.0,24,Nacogdoches,TX,USA,Safety,josh-thompson,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4259346.png
10,Rashad Weaver,259.0,76.0,25,Fort Lauderdale,FL,USA,Linebacker,rashad-weaver,2,active,https://a.espncdn.com/i/headshots/nfl/players/full/4036076.png
11,McTelvin Agim,300.0,75.0,25,Texarkana,TX,USA,Defensive Tackle,mctelvin-agim,3,active,https://a.espncdn.com/i/headshots/nfl/players/full/4035566.png
11,Darrell Baker Jr.,190.0,73.0,25,Hephzibah,GA,USA,Cornerback,darrell-baker-jr,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4036660.png
11,Rashod Berry,255.0,76.0,26,Lorain,OH,USA,Defensive End,rashod-berry,2,active,https://a.espncdn.com/i/headshots/nfl/players/full/3915508.png
11,Henry Black,204.0,72.0,26,Shreveport,LA,USA,Safety,henry-black,3,active,https://a.espncdn.com/i/headshots/nfl/players/full/3928920.png
11,Julian Blackmon,187.0,72.0,24,Layton,UT,USA,Safety,julian-blackmon,3,active,https://a.espncdn.com/i/headshots/nfl/players/full/4035661.png
11,Tony Brown,198.0,72.0,27,Beaumont,TX,USA,Cornerback,tony-brown,4,active,https://a.espncdn.com/i/headshots/nfl/players/full/3115308.png
11,Taven Bryan,291.0,76.0,27,Casper,WY,USA,Defensive Tackle,taven-bryan,5,active,https://a.espncdn.com/i/headshots/nfl/players/full/3115249.png
11,DeForest Buckner,295.0,79.0,29,Waianae,HI,USA,Defensive Tackle,deforest-buckner,7,active,https://a.espncdn.com/i/headshots/nfl/players/full/2971282.png
11,Kameron Cline,283.0,76.0,25,San Diego,CA,USA,Defensive End,kameron-cline,1,active,https://a.espncdn.com/i/headshots/nfl/players/full/4041572.png
11,Nick Cross,212.0,72.0,21,Bowie,MD,USA,Safety,nick-cross,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4426403.png
11,Trevor Denbow,208.0,70.0,24,Corsicana,TX,USA,Safety,trevor-denbow,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4360538.png
11,JoJo Domann,230.0,73.0,25,Colorado Springs,CO,USA,Linebacker,jojo-domann,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4034841.png
11,Samson Ebukam,245.0,75.0,27,Portland,OR,USA,Linebacker,samson-ebukam,5,active,https://a.espncdn.com/i/headshots/nfl/players/full/3045527.png
11,Dallis Flowers,196.0,73.0,25,Chicago,IL,USA,Cornerback,dallis-flowers,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4917592.png
11,Zaire Franklin,235.0,72.0,26,Philadelphia,PA,USA,Linebacker,zaire-franklin,5,active,https://a.espncdn.com/i/headshots/nfl/players/full/3124005.png
11,Eric Johnson,299.0,76.0,24,Plainfield,IL,USA,Defensive Tackle,eric-johnson,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4050971.png
11,Khalid Kareem,268.0,76.0,24,Detroit,MI,USA,Defensive End,khalid-kareem,3,active,https://a.espncdn.com/i/headshots/nfl/players/full/4039029.png
11,Shaquille Leonard,230.0,74.0,27,Lake View,SC,USA,Linebacker,shaquille-leonard,5,active,https://a.espncdn.com/i/headshots/nfl/players/full/3056362.png
11,Tyquan Lewis,277.0,75.0,28,Tarboro,NC,USA,Defensive End,tyquan-lewis,5,active,https://a.espncdn.com/i/headshots/nfl/players/full/3040513.png
11,Cameron McGrone,236.0,73.0,22,Indianapolis,IN,USA,Linebacker,cameron-mcgrone,1,active,https://a.espncdn.com/i/headshots/nfl/players/full/4372085.png
11,Kenny Moore II,190.0,69.0,27,Valdosta,GA,USA,Cornerback,kenny-moore-ii,6,active,https://a.espncdn.com/i/headshots/nfl/players/full/4218312.png
11,Dayo Odeyingbo,276.0,78.0,23,Irving,TX,USA,Defensive End,dayo-odeyingbo,2,active,https://a.espncdn.com/i/headshots/nfl/players/full/4242659.png
11,Segun Olubi,220.0,74.0,23,Corona,CA,USA,Linebacker,segun-olubi,0,active,https://a.espncdn.com/i/headshots/nfl/players/full/4260703.png
11,Kwity Paye,261.0,74.0,24,Providence,RI,USA,Defensive End,kwity-paye,2,active,https://a.espncdn.com/i/headshots/nfl/players/full/4258194.png
